"adm4_pcode","adm4_en","adm3_en","adm2_en","adm1_en","year","date","uuid.x","freq.x","atm_count","atm_nearest","bank_count","bank_nearest","college_count","college_nearest","community_centre_count","community_centre_nearest","convenience_count","convenience_nearest","fire_station_count","fire_station_nearest","kindergarten_count","kindergarten_nearest","lighthouse_count","lighthouse_nearest","market_place_count","market_place_nearest","park_count","park_nearest","police_count","police_nearest","school_count","school_nearest","shelter_count","shelter_nearest","supermarket_count","supermarket_nearest","telephone_count","telephone_nearest","town_hall_count","town_hall_nearest","university_count","university_nearest","uuid.y","freq.y","clinic_count","clinic_nearest","dentist_count","dentist_nearest","doctors_count","doctors_nearest","hospital_count","hospital_nearest","optician_count","optician_nearest","pharmacy_count","pharmacy_nearest","uuid.x.1","freq.x.1","drinking_water_count","drinking_water_nearest","water_mill_count","water_mill_nearest","water_tower_count","water_tower_nearest","water_works_count","water_works_nearest","water_well_count","water_well_nearest","sanitary_dump_station_count","sanitary_dump_station_nearest","toilet_count","toilet_nearest","recycling_count","waste_basket_count","waste_basket_nearest","wastewater_plant_count","wastewater_plant_nearest","waste_transfer_station_count","waste_transfer_station_nearest","uuid.y.1","freq.y.1","poi_count","uuid","freq","osm_wetland_nearest","osm_reservoir_nearest","osm_water_nearest","osm_riverbank_nearest","osm_dock_nearest","osm_river_nearest","osm_stream_nearest","osm_canal_nearest","osm_drain_nearest","tave_avg","tmin_avg","tmax_avg","heat_index_avg","no2_avg","co_avg","so2_avg","o3_avg","pm10_avg","pm25_avg","brgy_healthcenter_pop_reached_pct_5min","brgy_healthcenter_pop_reached_pct_15min","brgy_healthcenter_pop_reached_pct_30min","hospital_pop_reached_pct_5min","hospital_pop_reached_pct_15min","hospital_pop_reached_pct_30min","rhu_pop_reached_pct_5min","rhu_pop_reached_pct_15min","rhu_pop_reached_pct_30min"
"PH015518001","Bacayao Norte","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001E57","Y",0,713.70182826436,0,266.545576666326,0,938.707523785068,0,10000,0,187.054786139246,0,334.038820446941,0,10000,0,10000,0,230.575045668786,0,2492.14939122707,0,2262.46997353151,7,0,0,10000,0,299.617218189384,0,10000,0,227.03064133698,0,410.916089454803,"OSMPH001E57","Y",0,10000,0,257.527322357348,0,261.115523792983,0,62.6997557041124,0,732.720405547255,0,192.913146768476,"OSMPS001D27","Y",0,10000,0,10000,0,10000,0,10000,0,1018.1507434611,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001E57","Y",8,"OSMWB001AE8","Y",1020.41628355257,10000,0,0,10000,0,4.92270267651437,0,0,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.31263736263736,0.0848145604395604,1.36313186813187,35.7949725274725,26.9198626373626,18.7968131868132,20.76,100,100,89.12,100,100,7.17,100,100
"PH015518002","Bacayao Sur","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001E55","Y",0,1789.95927704807,0,1037.00614433478,0,2065.36185578748,0,10000,1,0,0,1453.3945077327,0,10000,0,10000,0,374.868602671069,0,3643.91193216326,0,1676.90955415291,11,0,0,10000,0,1273.96999925317,0,10000,0,652.863614331641,0,1312.86383283101,"OSMPH001E55","Y",0,10000,0,1027.5867930522,0,912.271330015441,0,882.329522029123,0,1597.3590373632,0,1014.79143623295,"OSMPS001D25","Y",0,10000,0,10000,0,10000,0,10000,0,2155.79518979447,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001E55","Y",14,"OSMWB001AE6","Y",1531.6832043821,10000,0,212.30874376748,10000,0,249.176968208535,0,620.087174983986,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.31631868131868,0.0848456043956044,1.36266483516484,35.7731318681319,26.9478571428571,18.8161263736264,100,100,100,13.34,100,100,0,100,100
"PH015518003","Barangay II (Nueva)","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001C86","Y",0,224.251562435135,3,0,0,380.349795789156,0,10000,0,6.3249052452763,0,130.814724635245,0,10000,0,10000,0,1786.39363464321,0,1842.18746591518,0,2708.2544514607,1,0,0,10000,1,0,0,10000,0,1514.60935291628,0,127.132576048109,"OSMPH001C86","Y",0,10000,1,0,1,0,0,80.0680983815923,0,94.7783814258902,3,0,"OSMPS001E90","Y",0,10000,0,10000,0,10000,0,10000,0,415.156392825652,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001C86","Y",21,"OSMWB001917","Y",899.314986456507,10000,534.239025181769,0,10000,0,721.132034733037,0,269.858042808337,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.32046703296703,0.0848593406593407,1.36313186813187,35.753489010989,26.9936813186813,18.8478571428571,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54,61.54
"PH015518004","Barangay IV (Zamora)","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001C04","Y",0,134.643559477,0,10.2246477740169,0,902.478899753985,0,10000,2,0,0,577.394322855337,0,10000,0,10000,0,1999.95545061796,0,2067.90946908882,0,2196.39002609612,0,25.5169829516204,0,10000,1,0,0,10000,0,1768.33111708653,0,9.67300692432625,"OSMPH001C04","Y",0,10000,1,0,0,304.94318241657,1,0,0,105.966394673991,2,0,"OSMPS001D32","Y",0,10000,0,10000,0,10000,0,10000,0,899.397757181748,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001C04","Y",23,"OSMWB001895","Y",411.695567722147,10000,389.128040922234,184.261138136054,10000,209.840371061991,474.34414580252,0,474.597641442133,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.32192307692308,0.0848777472527473,1.36269230769231,35.7349725274725,26.9973351648352,18.8503846153846,100,100,100,100,100,100,96.98,100,100
"PH015518006","Bolosan","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001D38","Y",0,1496.20450365973,0,1253.39457161181,0,878.338352041261,0,10000,1,0,0,936.691791008979,0,10000,0,10000,0,1567.38958078784,0,2285.29356285648,1,0,20,0,0,10000,0,1144.87217523106,0,10000,1,0,0,686.08858548754,"OSMPH001D38","Y",0,10000,0,1715.3602277867,0,1830.79170248427,0,662.856647908389,0,2287.02550050838,0,1206.59858818217,"OSMPS001C09","Y",0,10000,0,10000,0,10000,0,10000,0,1757.89393556606,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001D38","Y",26,"OSMWB0019C9","Y",3128.91831849448,10000,26.1902035020535,0,10000,0,2.12025097675936,0,1258.00355022253,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.32024725274725,0.0849021978021978,1.36162087912088,35.7214285714286,26.999010989011,18.8492032967033,92.4,100,100,80.32,100,100,0,93.71,100
"PH015518007","Bonuan Binloc","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001D35","Y",0,5257.18329474696,0,5513.88577366435,0,5155.29408764946,0,10000,0,1352.63478983836,0,5377.23049105862,0,10000,0,10000,0,7288.21890051733,0,1753.24483560473,0,4876.62290516644,21,0,0,10000,0,4273.21155482928,0,10000,0,4874.09174381573,0,5253.80154618852,"OSMPH001D35","Y",0,10000,0,3979.95766313086,0,5538.93243372197,2,0,0,6214.4668674803,0,2969.98147472407,"OSMPS001C06","Y",0,10000,0,10000,0,10000,0,10000,0,5577.7005994393,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001D35","Y",26,"OSMWB0019C6","Y",7246.1143114897,10000,7.55256207626953,0,10000,0,2232.36303210494,1958.80432359523,6228.61807687478,27.4985205479452,24.5299178082192,31.301397260274,30.2864657534247,3.31620879120879,0.0849024725274725,1.35903846153846,35.6244505494506,26.9776098901099,18.8328296703297,74.95,100,100,0,79.17,100,0,0,100
"PH015518008","Bonuan Boquig","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001DC9","Y",0,1228.71504746545,0,1499.0861100681,0,1130.96552701655,0,10000,1,0,0,1564.96981366522,0,10000,0,10000,0,3545.92503474034,0,487.934819041037,0,2093.4035826669,40,0,0,10000,0,759.395010574383,0,10000,0,2095.69272524032,0,1504.43659569879,"OSMPH001DC9","Y",0,10000,0,757.083735674437,0,1512.12633255782,0,81.1191055709004,0,2186.66333814126,0,292.867683050213,"OSMPS001B87","Y",0,10000,0,10000,0,10000,0,10000,0,1567.450600199,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001DC9","Y",44,"OSMWB001A5A","Y",3234.75149350441,10000,0,0,10000,0,554.915223088281,995.001018690849,2299.70326888057,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.31398351648352,0.084925,1.35868131868132,35.7068956043956,27.0117032967033,18.8565934065934,79.73,100,100,2.81,93.51,100,0,0,100
"PH015518009","Bonuan Gueset","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001C88","Y",0,826.001112521922,0,1200.53700312185,0,706.793295309039,0,10000,7,0,0,1773.90745985483,0,10000,0,10000,0,3532.69627248389,2,0,0,2819.75346254567,51,0,0,10000,1,0,0,10000,0,2822.58379688543,0,1877.17798939856,"OSMPH001C88","Y",0,10000,1,0,0,1086.00192161518,1,0,0,1424.08988490624,2,0,"OSMPS001EAE","Y",0,10000,0,10000,0,10000,0,10000,0,1273.47759398385,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001C88","Y",103,"OSMWB001919","Y",2154.82271342695,10000,0,0,10000,0,859.701305066307,749.615683132867,2048.66755525481,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.31129120879121,0.0849848901098901,1.35695054945055,35.7010164835165,26.97,18.8274450549451,58.58,100,100,54.77,100,100,0,38.82,100
"PH015518010","Calmay","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001C85","Y",0,840.762771016151,0,229.277388293341,0,1481.7814736574,0,10000,0,683.845799143135,0,1691.75780522802,0,10000,0,10000,0,3134.1137962919,0,1787.72714137148,0,1931.28558138362,14,0,0,10000,0,577.80530561782,0,10000,0,1927.39045492746,0,1092.17644682264,"OSMPH001C85","Y",0,10000,0,732.763537528913,0,1102.83260539399,0,1015.82142402493,0,918.366869677998,0,223.251385546144,"OSMPS001E8F","Y",0,10000,0,10000,0,10000,0,10000,0,1666.47930838402,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001C85","Y",14,"OSMWB001916","Y",608.312517534953,10000,0,0,10000,0,1264.07948564319,1081.87260059016,1646.35190925343,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.31519230769231,0.0850046703296703,1.35472527472527,35.6930769230769,26.9299725274725,18.7997527472527,68.92,88.17,94.21,0,10.61,57.89,0,10.61,23.61
"PH015518011","Carael","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001D36","Y",0,1482.20168165613,0,733.997467508012,0,2415.69340933759,0,10000,0,577.992317895136,0,2094.67967951647,0,10000,0,10000,0,2949.94512299256,0,3278.65284372181,0,1049.27117947988,21,0,0,10000,0,849.875213449526,0,10000,0,1046.37778243541,0,1305.13698638279,"OSMPH001D36","Y",0,10000,0,742.090019104395,0,908.172593728915,0,663.463754728679,0,949.08658125833,0,723.966626573606,"OSMPS001C07","Y",0,10000,0,10000,0,10000,0,10000,0,2407.94013013313,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001D36","Y",21,"OSMWB0019C7","Y",0,10000,0,0,10000,0,1069.36363741684,201.685245912194,980.126200120952,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.31516483516484,0.0831142857142857,1.74406593406593,35.6832142857143,26.9601923076923,18.8203846153846,69.83,71.63,100,0,0,74.47,0,0,0
"PH015518012","Caranglaan","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001C87","Y",0,947.37254825917,0,269.698581930832,0,1028.71687431616,0,10000,3,0,0,779.49648758151,0,10000,0,10000,1,0,0,2834.81867680948,0,1467.06626568044,10,0,0,10000,0,203.309347808012,0,10000,1,0,0,947.643928637782,"OSMPH001C87","Y",0,10000,0,921.922813905322,0,847.945325585902,0,77.4747214949108,0,1395.98173644916,0,114.895967403687,"OSMPS001EA0","Y",0,10000,0,10000,0,10000,0,10000,0,1374.47127586168,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001C87","Y",31,"OSMWB001918","Y",1901.54895927743,10000,0,181.076563240512,10000,0,882.875041519327,59.5045038966524,0.0987653248913716,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.31901098901099,0.0851057692307692,1.35244505494505,35.6618131868132,26.9883516483516,18.8406318681319,58.19,99.62,99.62,88.58,99.62,99.62,19.16,99.62,99.62
"PH015518013","Herrero","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001E53","Y",0,6.68792181831467,6,0,0,66.7126668425442,0,10000,4,0,1,0,0,10000,0,10000,0,1407.20412392604,0,1672.94571991406,0,2329.24730014788,1,0,0,10000,3,0,0,10000,0,1156.6330196915,0,530.799179981441,"OSMPH001E53","Y",0,10000,1,0,0,62.5125685812937,0,108.39038253892,0,400.612542465941,4,0,"OSMPS001D23","Y",0,10000,0,10000,0,10000,0,10000,0,171.630920501289,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001E53","Y",100,"OSMWB001AE4","Y",1268.56102437063,10000,206.65656044327,0,10000,0,503.007376316621,11.9664612310676,0,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.32129120879121,0.0850887362637363,1.35162087912088,35.641043956044,26.9987912087912,18.847967032967,93.94,93.94,93.94,93.94,93.94,93.94,93.94,93.94,93.94
"PH015518014","Lasip Chico","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001E52","Y",0,2233.20722752625,0,1273.72916610652,0,2529.36609504772,0,10000,0,475.782248920971,0,1915.30340078516,0,10000,0,10000,0,1015.31013052835,0,4079.2227080682,0,1538.02632735392,5,0,0,10000,0,1643.9202488768,0,10000,0,1256.97157283437,0,1676.7852438438,"OSMPH001E52","Y",0,10000,0,1248.92042792384,0,1169.809471393,0,1146.53743157314,0,1582.42909648873,0,1154.93431658428,"OSMPS001D22","Y",0,10000,0,10000,0,10000,0,10000,0,2613.28936893163,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001E52","Y",7,"OSMWB001AE3","Y",1805.55119609003,10000,463.813288874862,572.284973034723,10000,0,615.497548354145,241.981733844538,1182.30640408078,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.32370879120879,0.0850898351648352,1.35005494505495,35.6193681318681,27.025467032967,18.8668406593407,100,100,100,0,100,100,0,100,100
"PH015518015","Lasip Grande","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001E54","Y",0,1391.96205391116,0,872.020608897779,0,1674.72184854942,0,10000,0,159.185253656847,0,1068.27356284933,0,10000,0,10000,0,410.270510983649,0,3266.32959263614,0,1886.39548689169,5,0,0,10000,0,916.722835966247,0,10000,0,584.118894191892,0,1028.08586433281,"OSMPH001E54","Y",0,10000,0,900.540946163204,0,748.837131285855,0,671.293502414093,0,1493.67780173906,0,814.814294267035,"OSMPS001D24","Y",0,10000,0,10000,0,10000,0,10000,0,1768.79934493381,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001E54","Y",5,"OSMWB001AE5","Y",1315.93775203558,10000,0,3.81111061837129,10000,0,6.52396420728022,0,396.760530219938,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.32917582417582,0.085085989010989,1.34953296703297,35.5973626373626,27.1003296703297,18.9192857142857,85.87,85.87,85.87,16.1,85.87,85.87,0,85.87,85.87
"PH015518016","Lomboy","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001B78","Y",0,1350.9611775355,0,1044.69347217432,0,1526.21992563022,0,10000,0,1140.74888647547,0,2152.88653880263,0,10000,0,10000,0,3778.09353526174,0,1447.96530932863,0,3156.41154087015,7,0,0,10000,0,1131.48006731229,0,10000,0,3152.43551231676,0,1783.99035781906,"OSMPH001B78","Y",0,10000,0,1323.04744736835,0,1661.88458252149,0,1287.61053545388,0,1407.4307768096,0,1041.41452825231,"OSMPS001D2E","Y",0,10000,0,10000,0,10000,0,10000,0,1852.62521027642,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001B78","Y",7,"OSMWB001809","Y",1601.94276787798,10000,0,0,10000,0,2102.03255638684,1560.58857850327,2236.65257377231,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.33519230769231,0.0850659340659341,1.34903846153846,35.5745604395604,27.1591208791209,18.9604395604396,0,0,6.17,0,0,0,0,0,0
"PH015518017","Lucao","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001E59","Y",0,1688.40692610952,1,0,0,2334.69937644934,0,10000,6,0,0,1793.91898833463,0,10000,0,10000,0,2037.37874637323,0,3677.2556287377,1,0,19,0,0,10000,2,0,0,10000,1,0,0,1173.16298107042,"OSMPH001E59","Y",0,10000,0,346.756560959798,0,412.291417616207,1,0,2,0,2,0,"OSMPS001D29","Y",0,10000,0,10000,0,10000,0,10000,0,2382.917357375,0,10000,0,10000,1,0,10000,0,10000,0,10000,"OSMPT001E59","Y",146,"OSMWB001AEA","Y",0,10000,0,0,10000,0,367.021199927719,0,0,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.33755494505494,0.085057967032967,1.34851648351648,35.5399450549451,27.2018131868132,18.9898351648352,96.7,99.69,100,67.09,99.69,100,0,93.36,100
"PH015518018","Malued","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001E58","Y",0,1085.98487681681,0,133.460518061114,0,1670.8573727733,0,10000,0,141.213426676742,0,1142.27245141056,0,10000,0,10000,0,1251.25810115232,0,3047.52107246892,0,755.92515916336,14,0,0,10000,0,717.276560139003,0,10000,0,755.002222597481,0,534.713724827133,"OSMPH001E58","Y",0,10000,0,156.023617552228,0,24.9529595675733,0,10.0543759747296,0,662.384078016115,0,127.284343887211,"OSMPS001D28","Y",0,10000,0,10000,0,10000,0,10000,0,1719.50469100063,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001E58","Y",16,"OSMWB001AE9","Y",584.814612989308,10000,172.220312187875,0,10000,0,0,539.46651428747,804.063987296853,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.3393956043956,0.0850684065934066,1.34763736263736,35.5137362637363,27.2539285714286,19.0257417582418,98.86,100,100,62.62,100,100,0,100,100
"PH015518019","Mamalingling","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001DC7","Y",0,1445.32822582416,0,1563.72694673405,0,1019.92654295688,0,10000,0,511.587677507985,0,1100.47517875207,0,10000,0,10000,0,2633.81314891074,0,1185.82170850018,0,570.046574206339,5,0,0,10000,0,1366.79740798938,0,10000,0,571.324687099128,0,837.752708013941,"OSMPH001DC7","Y",0,10000,0,1462.9053480783,0,1641.80031289539,0,859.999205546072,0,2339.19195288499,0,1519.45980344228,"OSMPS001B85","Y",0,10000,0,10000,0,10000,0,10000,0,1608.61558428842,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001DC7","Y",5,"OSMWB001A58","Y",3424.44821242917,10000,0,0,10000,0,0,0,1936.86553503361,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.33868131868132,0.085064010989011,1.34626373626374,35.4944230769231,27.2656318681319,19.0337362637363,71.63,79.15,100,9.05,80.14,100,0,79.15,100
"PH015518020","Mangin","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001DC6","Y",0,1764.59385477222,0,1482.19443414469,0,1164.96347969811,0,10000,0,316.431896848416,0,1211.56254122065,0,10000,0,10000,0,1501.54643207638,0,2933.06594560183,0,157.402842785761,6,0,0,10000,0,1368.05759210245,0,10000,0,157.523621327896,0,987.107355490024,"OSMPH001DC6","Y",0,10000,0,1978.51943631877,0,2083.19459451741,0,953.978043341281,0,2550.5082298853,0,1418.85167627843,"OSMPS001B84","Y",0,10000,0,10000,0,10000,0,10000,0,2018.16462114763,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001DC6","Y",6,"OSMWB001A57","Y",3369.09422985472,10000,0,0,10000,0,881.166778217905,368.693003822441,1490.56723447197,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.33953296703297,0.0850675824175824,1.34543956043956,35.4756318681319,27.2960989010989,19.0546978021978,95.14,100,100,45.19,100,100,0,100,100
"PH015518021","Mayombo","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001E56","Y",1,0,7,0,0,20.961032891426,0,10000,4,0,1,0,0,10000,0,10000,0,893.75654527292,0,1671.44434014392,0,1190.0731980898,29,0,0,10000,1,0,0,10000,0,592.121085660045,0,14.751431645665,"OSMPH001E56","Y",0,10000,0,73.2057755043717,0,237.043553838203,8,0,0,725.775396407539,4,0,"OSMPS001D26","Y",0,10000,0,10000,0,10000,0,10000,0,171.595749462308,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001E56","Y",100,"OSMWB001AE7","Y",1321.99191492817,10000,0,0,10000,0,405.072417779139,0,0,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.33950549450549,0.085064010989011,1.34472527472527,35.4610714285714,27.3827472527473,19.1146703296703,78.85,98.14,98.14,95.39,98.14,98.14,83.01,98.14,98.14
"PH015518022","Pantal","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001B7A","Y",1,0,7,0,6,0,0,10000,9,0,0,18.1022583483234,0,10000,0,10000,0,2007.88536370954,0,102.676357190122,0,1242.96678964523,30,0,0,10000,1,0,0,10000,0,1248.00815240697,1,0,"OSMPH001B7A","Y",0,10000,1,0,1,0,0,41.3061798857426,0,122.191784545443,14,0,"OSMPS001DBB","Y",0,10000,0,10000,0,10000,0,10000,1,0,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001B7A","Y",155,"OSMWB00180B","Y",751.499298442443,10000,0,0,10000,0,0,0,615.935720510035,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.34195054945055,0.0850744505494506,1.34480769230769,35.4382417582418,27.4246428571429,19.1440934065934,33.51,100,100,96.34,100,100,12.24,100,100
"PH015518023","Poblacion Oeste","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001C05","Y",0,179.345804087969,4,0,0,1083.92065295649,0,10000,4,0,0,876.210944396979,0,10000,0,10000,0,2191.62959072392,0,2018.9748640072,0,2029.41950892929,13,0,0,10000,2,0,0,10000,0,1992.25633246616,0,161.249635537088,"OSMPH001C05","Y",0,10000,1,0,0,580.247554444508,0,179.160840791364,0,251.318469155338,1,0,"OSMPS001D33","Y",0,10000,0,10000,0,10000,0,10000,0,1105.60632878785,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001C05","Y",46,"OSMWB001896","Y",76.0105692053528,10000,0,0,10000,0,639.740418685964,148.611691581757,747.832594814455,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.34340659340659,0.0850868131868132,1.34593406593407,35.4199725274725,27.4994505494506,19.1964285714286,94.8,94.8,94.8,92.93,94.8,94.8,4.8,94.8,94.8
"PH015518024","Barangay I (T. Bugallon)","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001B7B","Y",1,0,6,0,0,342.930959510184,0,10000,0,84.278377146428,0,395.419001916769,0,10000,0,10000,0,2066.87740023564,0,1666.02981577005,0,2706.93495936042,0,66.8710149627576,0,10000,9,0,0,10000,0,1785.63465393684,0,271.098782773806,"OSMPH001B7B","Y",0,10000,1,0,0,200.283958045313,0,119.056295467248,3,0,6,0,"OSMPS001DBC","Y",0,10000,0,10000,0,10000,0,10000,0,341.241992158464,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001B7B","Y",66,"OSMWB00180C","Y",693.30088075027,10000,490.999586991392,0,10000,0,936.267501008137,216.659989435217,559.915999083462,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.33947802197802,0.0851118131868132,1.34637362637363,35.4088736263736,27.5289835164835,19.2163186813187,81.87,81.87,81.87,81.87,81.87,81.87,70,81.87,81.87
"PH015518025","Pogo Chico","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001C03","Y",0,425.536253077755,10,0,0,594.270492272699,0,10000,2,0,0,84.7484556046898,0,10000,0,10000,0,1461.72675109316,0,2139.58519828795,0,1918.69513664956,1,0,0,10000,0,148.29837449643,0,10000,0,1292.63211973888,8,0,"OSMPH001C03","Y",0,10000,4,0,1,0,1,0,0,329.07604217767,7,0,"OSMPS001D31","Y",0,10000,0,10000,0,10000,0,10000,0,667.009753995237,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001C03","Y",69,"OSMWB001894","Y",411.695567722147,10000,392.016947507066,0,10000,0,0,0,0,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.34486263736264,0.0852291208791209,1.34436813186813,35.4017857142857,27.5712637362637,19.2458516483516,100,100,100,100,100,100,100,100,100
"PH015518026","Pogo Grande","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001D33","Y",0,1143.49928715715,0,292.547177696117,0,1461.56499754858,0,10000,0,300.694494345774,0,863.613560829895,0,10000,0,10000,0,955.468531424911,0,2973.93720752294,0,1610.56688749924,16,0,0,10000,0,870.746447996445,0,10000,0,842.12176843827,0,583.076052109913,"OSMPH001D33","Y",0,10000,0,323.57699229375,0,159.605514729883,0,121.827350264869,0,1080.22352505142,0,293.045712222009,"OSMPS001C04","Y",0,10000,0,10000,0,10000,0,10000,0,1534.06764864911,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001D33","Y",16,"OSMWB0019C4","Y",741.193634638262,10000,446.723326343177,0,10000,0,0,494.619859248236,507.15213292021,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.34285714285714,0.0853104395604396,1.34299450549451,35.3954120879121,27.6159065934066,19.2757142857143,100,100,100,82.48,100,100,0,100,100
"PH015518027","Pugaro Suit","Dagupan City","Pangasinan","Region I","2022",2022-01-01,"OSMPA001DC8","Y",0,1951.94508040946,0,2143.25467770446,0,1854.88537881706,0,10000,0,589.952004502809,0,2877.24226065382,0,10000,0,10000,0,4550.89364939825,0,1458.33851920169,0,4144.64732034231,15,0,0,10000,0,555.058834371184,0,10000,0,4140.67384095791,0,2699.54452431187,"OSMPH001DC8","Y",0,10000,0,662.029754577922,0,2156.995666323,0,495.707881914264,0,2263.05627528643,0,862.466943607879,"OSMPS001B86","Y",0,10000,0,10000,0,10000,0,10000,0,2356.24280976549,0,10000,0,10000,0,0,10000,0,10000,0,10000,"OSMPT001DC8","Y",15,"OSMWB001A59","Y",2621.86362683807,10000,0,0,10000,0,2271.91634645411,1880.37615125958,3036.07304807371,27.9765479452055,25.5446301369863,31.2177260273973,31.1852054794521,3.34401098901099,0.0835453296703297,1.74115384615385,35.3878296703297,27.6161263736264,19.2760989010989,4.54,4.54,11.59,0,0,10.72,0,0,9.29
